SDS 2.4	AQ Results	1.0
Filename	102416_VK2_miScript
PlateID	
Assay Type	Absolute Quantification
Run DateTime	10/25/16 5:35:06 PM
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
300	M12	sybr	SYBR	Unknown	23.853731	76.0	Auto Tm							Manual Ct		Automatic			Manual	0.3													
301	M13	sybr	SYBR	Unknown	23.841866	76.0	Auto Tm							Manual Ct		Automatic			Manual	0.3													
290	M2	sybr	SYBR	Unknown	23.210438	76.8	Auto Tm							Manual Ct		Automatic			Manual	0.3													
311	M23	sybr	SYBR	Unknown	18.446896	75.3	Auto Tm							Manual Ct		Automatic			Manual	0.3													
312	M24	sybr	SYBR	Unknown	18.172623	75.1	Auto Tm							Manual Ct		Automatic			Manual	0.3													
337	O1	sybr	SYBR	Unknown	23.646936	76.6	Auto Tm							Manual Ct		Automatic			Manual	0.3													
348	O12	sybr	SYBR	Unknown	24.109892	76.0	Auto Tm							Manual Ct		Automatic			Manual	0.3													
349	O13	sybr	SYBR	Unknown	23.920975	76.0	Auto Tm							Manual Ct		Automatic			Manual	0.3													
338	O2	sybr	SYBR	Unknown	23.658077	76.6	Auto Tm							Manual Ct		Automatic			Manual	0.3													
359	O23	sybr	SYBR	Unknown	17.506817	75.3	Auto Tm							Manual Ct		Automatic			Manual	0.3													
360	O24	sybr	SYBR	Unknown	17.47509	75.1	Auto Tm							Manual Ct		Automatic			Manual	0.3													
Slope		cycles/log decade
Y-Intercept		
R^2		



NAP	LPL
	
