9.2,112
9,57
9.1,38.6
9.9,71.5
9.9,76.6
10,76.1
9.5,77.9
9.2,71.5
9,51.3
9.3,71.2
9.4,99.8
9.6,69.7
9.3,76.9
9.4,51.8
9.2,29.2
9.5,33.2
8.5,22.6
9.1,28.1
9.7,37.3
9.9,63.7
9.9,56
9.8,42.8
9.8,66.7
9.8,61.4
9.8,44.9
9.8,64
9.8,58.1
3.1,5.49
9.7,29.7
10,59.8
9.2,78.6
9.2,47.5
9.4,35.9
9.7,30
9.8,37.6
9.9,47.5
9.9,90
9.2,81.8
9.4,63.4
9.3,100
9.5,82
9.4,87.4
9.5,74.3
9.5,95.4
