Study,Well,Sample Name,Row,Col,PrimerPair,Replicate,Sample,CellLine,ExposureTime,BCM,Detector Name,Reporter,Task,Ct,Tm Value,Tm Type,Quantity,Qty Mean,Qty StdDev,Ct Median,Ct Mean,Ct StdDev,Ct Type,Template Name,Baseline Type,Baseline Start,Baseline Stop,Threshold Type,Threshold,FOS,HMD,LME,EW,BPR,NAW,HNS,HRN,EAF,BAF,TAF,CAF
012617,360,O24,O,24,RNU6,2,012617_LCRISP_6hr,VK2,6hr,LCRISP,sybr,SYBR,Unknown,28.469948,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,,,,,,,,,
012617,14,A14,A,14,CCND1,1,012617_LINERS_6hr,VK2,6hr,LINERS,sybr,SYBR,Unknown,36.733494,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,TRUE,,,,,,,,
012617,15,A15,A,15,CCND1,2,012617_LINERS_6hr,VK2,6hr,LINERS,sybr,SYBR,Unknown,36.788784,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,TRUE,,,,,,,,
012617,3,A3,A,3,miR-193b,1,012617_LINERS_6hr,VK2,6hr,LINERS,sybr,SYBR,Unknown,28.2446,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,,,,,,,,,
012617,4,A4,A,4,miR-193b,2,012617_LINERS_6hr,VK2,6hr,LINERS,sybr,SYBR,Unknown,28.54481,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,,,,,,,,,
012617,21,A21,A,21,RNU6,1,012617_LINERS_6hr,VK2,6hr,LINERS,sybr,SYBR,Unknown,26.898888,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,,,,,,,,,
012617,22,A22,A,22,RNU6,2,012617_LINERS_6hr,VK2,6hr,LINERS,sybr,SYBR,Unknown,27.03201,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,,,,,,,,,
012617,110,E14,E,14,CCND1,1,012617_MEDIA_6hr,VK2,6hr,MEDIA,sybr,SYBR,Unknown,36.93912,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,TRUE,,,,,,,,
012617,111,E15,E,15,CCND1,2,012617_MEDIA_6hr,VK2,6hr,MEDIA,sybr,SYBR,Unknown,36.4626,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,TRUE,,,,,,,,
012617,99,E3,E,3,miR-193b,1,012617_MEDIA_6hr,VK2,6hr,MEDIA,sybr,SYBR,Unknown,30.1334,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,,,,,,,,,
012617,100,E4,E,4,miR-193b,2,012617_MEDIA_6hr,VK2,6hr,MEDIA,sybr,SYBR,Unknown,30.2008,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,,,,,,,,,
012617,118,E22,E,22,RNU6,2,012617_MEDIA_6hr,VK2,6hr,MEDIA,sybr,SYBR,Unknown,26.565695,,,,,,,,,Manual Ct,,Automatic,,,Manual,0.1,,,,,,,,,,,,
