Sample,Conc_ng_ul,RINe
Lcrisp_1_5_22hr,NA,NA
Liners_1_5_22hr,NA,NA
Gvag_1_5_22hr,NA,NA
Media_1_5_22hr,NA,NA
NTC_1_5_22hr,NA,NA
